shift_a,shift_b,shift_c,fgw_distance,relaxed_energy
0.625,0.750,-2.600,0.244035315389,-1127.210449218750
0.625,0.792,-2.600,0.243569138799,-1127.083740234375
0.625,0.833,-2.600,0.243376564250,-1127.097290039062
0.625,0.875,-2.600,0.242480551308,-1127.382690429688
0.625,0.917,-2.600,0.242836298334,-1127.427490234375
0.625,0.958,-2.600,0.242958798718,-1127.409790039062
0.667,0.000,-2.600,0.243600108882,-1127.091552734375
0.667,0.042,-2.600,0.242998838846,-1127.350341796875
0.667,0.083,-2.600,0.242327987162,-1127.427612304688
0.667,0.125,-2.600,0.242845410581,-1127.439819335938
0.667,0.167,-2.600,0.242664708534,-1127.289550781250
0.667,0.208,-2.600,0.243262320321,-1127.283691406250
0.667,0.250,-2.600,0.243761943094,-1127.286987304688
0.667,0.292,-2.600,0.242701071658,-1127.442626953125
0.667,0.333,-2.600,0.242346565527,-1127.483886718750
0.667,0.375,-2.600,0.242374412941,-1127.444335937500
0.667,0.417,-2.600,0.243694401544,-1127.412841796875
0.667,0.458,-2.600,0.245028344543,-1127.250366210938
0.667,0.500,-2.600,0.243489226038,-1127.393310546875
0.667,0.542,-2.600,0.242224288673,-1127.446044921875
0.667,0.583,-2.600,0.243250463664,-1127.345092773438
0.667,0.625,-2.600,0.244920000548,-1127.183349609375
0.667,0.667,-2.600,0.246044439286,-1127.019287109375
0.667,0.708,-2.600,0.244620399364,-1127.246459960938
0.667,0.750,-2.600,0.242840288065,-1127.345825195312
0.667,0.792,-2.600,0.243478760243,-1127.335937500000
0.667,0.833,-2.600,0.244046964067,-1127.151611328125
0.667,0.875,-2.600,0.244509626150,-1127.439941406250
0.667,0.917,-2.600,0.244533558922,-1127.351074218750
0.667,0.958,-2.600,0.243732853192,-1127.362182617188
0.708,0.000,-2.600,0.243732853192,-1127.362182617188
0.708,0.042,-2.600,0.243891219525,-1127.181152343750
0.708,0.083,-2.600,0.244354127029,-1127.361450195312
0.708,0.125,-2.600,0.244130005567,-1127.437866210938
0.708,0.167,-2.600,0.243579312017,-1127.328491210938
0.708,0.208,-2.600,0.243542660896,-1127.329101562500
0.708,0.250,-2.600,0.242576597280,-1127.460327148438
0.708,0.292,-2.600,0.242374412941,-1127.444335937500
0.708,0.333,-2.600,0.242701071658,-1127.442504882812
0.708,0.375,-2.600,0.242576597280,-1127.460327148438
0.708,0.417,-2.600,0.243681139015,-1127.353149414062
0.708,0.458,-2.600,0.243583504977,-1127.350830078125
0.708,0.500,-2.600,0.242492799454,-1127.467895507812
0.708,0.542,-2.600,0.242361519337,-1127.479858398438
0.708,0.583,-2.600,0.242784940295,-1127.359741210938
0.708,0.625,-2.600,0.244620399364,-1127.246459960938
0.708,0.667,-2.600,0.244920000548,-1127.183349609375
0.708,0.708,-2.600,0.242784940295,-1127.359741210938
0.708,0.750,-2.600,0.242445814259,-1127.379028320312
0.708,0.792,-2.600,0.243903390282,-1127.382080078125
0.708,0.833,-2.600,0.245526588514,-1127.368530273438
0.708,0.875,-2.600,0.245840692683,-1126.974121093750
0.708,0.917,-2.600,0.243891219525,-1127.181274414062
0.708,0.958,-2.600,0.242998838846,-1127.350341796875
0.750,0.000,-2.600,0.244533558922,-1127.351074218750
