shift_a,shift_b,shift_c,fgw_distance,relaxed_energy
0.167,0.625,-2.400,0.276292316022,-977.989440917969
0.167,0.667,-2.400,0.274355083999,-977.941101074219
0.167,0.708,-2.400,0.276292316022,-977.989501953125
0.167,0.750,-2.400,0.274097595845,-978.581726074219
0.167,0.792,-2.400,0.272651191216,-978.339416503906
0.167,0.833,-2.400,0.274545390156,-978.948913574219
0.167,0.875,-2.400,0.272651191216,-978.380126953125
0.167,0.917,-2.400,0.274097595845,-978.578247070312
0.167,0.958,-2.400,0.276292316022,-977.989440917969
0.208,0.000,-2.400,0.272625234441,-978.554443359375
0.208,0.042,-2.400,0.275695952602,-977.729248046875
0.208,0.083,-2.400,0.274198320979,-978.037719726562
0.208,0.125,-2.400,0.275600466825,-978.320373535156
0.208,0.167,-2.400,0.276267505736,-978.066162109375
0.208,0.208,-2.400,0.273020684518,-978.553527832031
0.208,0.250,-2.400,0.274395134740,-978.153015136719
0.208,0.292,-2.400,0.273107080028,-978.571655273438
0.208,0.333,-2.400,0.272625234441,-978.557983398438
0.208,0.375,-2.400,0.275695952602,-977.729248046875
0.208,0.417,-2.400,0.274198320980,-978.178771972656
0.208,0.458,-2.400,0.275600466825,-978.320007324219
0.208,0.500,-2.400,0.276267505736,-978.065185546875
0.208,0.542,-2.400,0.273020684518,-978.552673339844
0.208,0.583,-2.400,0.274395134740,-978.156188964844
0.208,0.625,-2.400,0.273107080028,-978.566223144531
0.208,0.667,-2.400,0.272625234441,-978.554748535156
0.208,0.708,-2.400,0.275695952602,-977.729370117188
0.208,0.750,-2.400,0.274198320980,-978.179504394531
0.208,0.792,-2.400,0.275600466825,-978.319641113281
0.208,0.833,-2.400,0.276267505736,-978.064880371094
0.208,0.875,-2.400,0.273020684518,-978.533569335938
0.208,0.917,-2.400,0.274395134740,-978.156311035156
0.208,0.958,-2.400,0.273107080028,-978.566223144531
0.250,0.000,-2.400,0.274146944561,-978.156250000000
0.250,0.042,-2.400,0.274304969577,-978.126464843750
0.250,0.083,-2.400,0.272252876747,-978.125427246094
0.250,0.125,-2.400,0.274304969577,-978.156311035156
0.250,0.167,-2.400,0.274146944561,-978.156555175781
0.250,0.208,-2.400,0.274238774372,-978.374450683594
0.250,0.250,-2.400,0.277464570486,-978.518371582031
0.250,0.292,-2.400,0.274238774372,-978.388732910156
0.250,0.333,-2.400,0.274146944561,-978.164184570312
0.250,0.375,-2.400,0.274304969577,-978.126220703125
0.250,0.417,-2.400,0.272252876747,-978.219970703125
0.250,0.458,-2.400,0.274304969577,-978.126708984375
0.250,0.500,-2.400,0.274146944561,-978.156677246094
0.250,0.542,-2.400,0.274238774371,-978.373718261719
0.250,0.583,-2.400,0.277464570486,-978.522521972656
0.250,0.625,-2.400,0.274238774372,-978.387878417969
0.250,0.667,-2.400,0.274146944561,-978.156250000000
0.250,0.708,-2.400,0.274304969577,-978.126342773438
0.250,0.750,-2.400,0.272252876747,-978.125976562500
0.250,0.792,-2.400,0.274304969577,-978.127075195312
0.250,0.833,-2.400,0.274146944561,-978.182861328125
0.250,0.875,-2.400,0.274238774372,-978.386108398438
0.250,0.917,-2.400,0.277464570486,-978.523742675781
0.250,0.958,-2.400,0.274238774372,-978.369750976562
0.292,0.000,-2.400,0.276267505736,-978.065795898438
0.292,0.042,-2.400,0.275600466825,-978.320007324219
0.292,0.083,-2.400,0.274198320980,-978.179443359375
0.292,0.125,-2.400,0.275695952602,-977.729614257812
0.292,0.167,-2.400,0.272625234441,-978.559509277344
0.292,0.208,-2.400,0.273107080028,-978.584533691406
0.292,0.250,-2.400,0.274395134740,-978.156250000000
0.292,0.292,-2.400,0.273020684518,-978.553161621094
0.292,0.333,-2.400,0.276267505736,-978.065979003906
0.292,0.375,-2.400,0.275600466825,-978.320007324219
0.292,0.417,-2.400,0.274198320980,-978.043579101562
0.292,0.458,-2.400,0.275695952602,-977.731140136719
0.292,0.500,-2.400,0.272625234441,-978.572753906250
0.292,0.542,-2.400,0.273107080028,-978.525634765625
0.292,0.583,-2.400,0.274395134740,-978.156188964844
0.292,0.625,-2.400,0.273020684518,-978.538452148438
0.292,0.667,-2.400,0.276267505736,-978.065856933594
0.292,0.708,-2.400,0.275600466824,-978.320068359375
0.292,0.750,-2.400,0.274198320980,-978.038391113281
0.292,0.792,-2.400,0.275695952602,-977.734680175781
0.292,0.833,-2.400,0.272625234441,-978.574096679688
0.292,0.875,-2.400,0.273107080028,-978.580017089844
0.292,0.917,-2.400,0.274395134740,-978.156127929688
0.292,0.958,-2.400,0.273020684518,-978.535156250000
0.333,0.000,-2.400,0.274545390156,-978.948791503906
0.333,0.042,-2.400,0.272651191216,-978.339721679688
0.333,0.083,-2.400,0.274097595845,-978.593383789062
0.333,0.125,-2.400,0.276292316022,-977.989624023438
0.333,0.167,-2.400,0.274355083999,-977.987243652344
0.333,0.208,-2.400,0.276292316022,-977.989440917969
0.333,0.250,-2.400,0.274097595845,-978.581420898438
0.333,0.292,-2.400,0.272651191216,-978.401916503906
0.333,0.333,-2.400,0.274545390156,-978.948852539062
0.333,0.375,-2.400,0.272651191216,-978.335388183594
0.333,0.417,-2.400,0.274097595845,-978.593505859375
0.333,0.458,-2.400,0.276292316022,-977.984924316406
0.333,0.500,-2.400,0.274355083999,-977.984802246094
0.333,0.542,-2.400,0.276292316022,-977.989440917969
0.333,0.583,-2.400,0.274097595845,-978.578308105469
0.333,0.625,-2.400,0.272651191216,-978.336791992188
0.333,0.667,-2.400,0.274545390156,-978.948791503906
0.333,0.708,-2.400,0.272651191216,-978.341857910156
0.333,0.750,-2.400,0.274097595845,-978.582824707031
0.333,0.792,-2.400,0.276292316022,-977.989624023438
0.333,0.833,-2.400,0.274355083999,-977.974365234375
0.333,0.875,-2.400,0.276292316022,-977.989440917969
0.333,0.917,-2.400,0.274097595845,-978.577880859375
0.333,0.958,-2.400,0.272651191216,-978.338806152344
0.375,0.000,-2.400,0.276267505736,-978.065856933594
0.375,0.042,-2.400,0.273020684518,-978.496887207031
0.375,0.083,-2.400,0.274395134740,-978.157043457031
0.375,0.125,-2.400,0.273107080028,-978.578369140625
0.375,0.167,-2.400,0.272625234441,-978.606140136719
0.375,0.208,-2.400,0.275695952602,-977.729125976562
0.375,0.250,-2.400,0.274198320980,-978.178466796875
0.375,0.292,-2.400,0.275600466825,-978.320068359375
0.375,0.333,-2.400,0.276267505736,-978.065856933594
0.375,0.375,-2.400,0.273020684518,-978.553405761719
0.375,0.417,-2.400,0.274395134740,-978.156860351562
0.375,0.458,-2.400,0.273107080028,-978.581176757812
0.375,0.500,-2.400,0.272625234441,-978.572265625000
0.375,0.542,-2.400,0.275695952602,-977.729064941406
0.375,0.583,-2.400,0.274198320980,-978.178833007812
0.375,0.625,-2.400,0.275600466825,-978.320068359375
0.375,0.667,-2.400,0.276267505736,-978.065917968750
0.375,0.708,-2.400,0.273020684518,-978.538940429688
0.375,0.750,-2.400,0.274395134740,-978.156433105469
0.375,0.792,-2.400,0.273107080028,-978.526550292969
0.375,0.833,-2.400,0.272625234441,-978.561523437500
0.375,0.875,-2.400,0.275695952602,-977.729248046875
0.375,0.917,-2.400,0.274198320980,-978.178833007812
0.375,0.958,-2.400,0.275600466825,-978.320190429688
0.417,0.000,-2.400,0.274146944561,-978.156250000000
0.417,0.042,-2.400,0.274238774372,-978.371032714844
0.417,0.083,-2.400,0.277464570486,-978.518615722656
0.417,0.125,-2.400,0.274238774372,-978.371093750000
0.417,0.167,-2.400,0.274146944561,-978.155944824219
0.417,0.208,-2.400,0.274304969577,-978.125976562500
0.417,0.250,-2.400,0.272252876747,-978.083618164062
0.417,0.292,-2.400,0.274304969577,-978.126220703125
0.417,0.333,-2.400,0.274146944561,-978.156127929688
0.417,0.375,-2.400,0.274238774372,-978.370117187500
0.417,0.417,-2.400,0.277464570486,-978.522277832031
0.417,0.458,-2.400,0.274238774372,-978.376525878906
0.417,0.500,-2.400,0.274146944561,-978.164428710938
0.417,0.542,-2.400,0.274304969577,-978.126281738281
0.417,0.583,-2.400,0.272252876747,-978.127258300781
0.417,0.625,-2.400,0.274304969577,-978.126342773438
0.417,0.667,-2.400,0.274146944561,-978.164306640625
0.417,0.708,-2.400,0.274238774372,-978.376159667969
0.417,0.750,-2.400,0.277464570486,-978.518249511719
0.417,0.792,-2.400,0.274238774372,-978.370117187500
0.417,0.833,-2.400,0.274146944561,-978.157531738281
0.417,0.875,-2.400,0.274304969577,-978.125976562500
0.417,0.917,-2.400,0.272252876747,-978.129089355469
0.417,0.958,-2.400,0.274304969577,-978.126220703125
0.458,0.000,-2.400,0.272625234441,-978.558227539062
0.458,0.042,-2.400,0.273107080028,-978.567016601562
0.458,0.083,-2.400,0.274395134740,-978.157226562500
0.458,0.125,-2.400,0.273020684518,-978.551208496094
0.458,0.167,-2.400,0.276267505736,-978.065551757812
0.458,0.208,-2.400,0.275600466824,-978.319946289062
0.458,0.250,-2.400,0.274198320980,-978.178710937500
0.458,0.292,-2.400,0.275695952602,-977.729370117188
0.458,0.333,-2.400,0.272625234441,-978.555114746094
0.458,0.375,-2.400,0.273107080028,-978.580505371094
0.458,0.417,-2.400,0.274395134740,-978.156677246094
0.458,0.458,-2.400,0.273020684518,-978.497680664062
0.458,0.500,-2.400,0.276267505736,-978.065795898438
0.458,0.542,-2.400,0.275600466825,-978.320007324219
0.458,0.583,-2.400,0.274198320980,-978.178527832031
0.458,0.625,-2.400,0.275695952602,-977.733581542969
0.458,0.667,-2.400,0.272625234441,-978.558593750000
0.458,0.708,-2.400,0.273107080028,-978.571838378906
0.458,0.750,-2.400,0.274395134740,-978.156738281250
0.458,0.792,-2.400,0.273020684518,-978.554504394531
0.458,0.833,-2.400,0.276267505736,-978.065856933594
0.458,0.875,-2.400,0.275600466825,-978.319946289062
0.458,0.917,-2.400,0.274198320980,-978.178466796875
0.458,0.958,-2.400,0.275695952602,-977.733520507812
0.500,0.000,-2.400,0.274355083999,-977.987426757812
0.500,0.042,-2.400,0.276292316022,-977.989624023438
0.500,0.083,-2.400,0.274097595845,-978.586547851562
0.500,0.125,-2.400,0.272651191216,-978.339843750000
0.500,0.167,-2.400,0.274545390156,-978.951904296875
0.500,0.208,-2.400,0.272651191216,-978.337951660156
0.500,0.250,-2.400,0.274097595844,-978.579162597656
0.500,0.292,-2.400,0.276292316022,-977.989501953125
0.500,0.333,-2.400,0.274355083999,-977.976257324219
0.500,0.375,-2.400,0.276292316022,-977.989624023438
0.500,0.417,-2.400,0.274097595845,-978.581787109375
0.500,0.458,-2.400,0.272651191216,-978.336364746094
0.500,0.500,-2.400,0.274545390156,-978.951782226562
0.500,0.542,-2.400,0.272651191216,-978.341430664062
0.500,0.583,-2.400,0.274097595845,-978.578552246094
0.500,0.625,-2.400,0.276292316022,-977.989501953125
0.500,0.667,-2.400,0.274355083999,-977.983337402344
0.500,0.708,-2.400,0.276292316022,-977.984985351562
0.500,0.750,-2.400,0.274097595845,-978.578979492188
0.500,0.792,-2.400,0.272651191216,-978.334655761719
0.500,0.833,-2.400,0.274545390156,-978.951782226562
0.500,0.875,-2.400,0.272651191216,-978.341247558594
0.500,0.917,-2.400,0.274097595845,-978.578491210938
0.500,0.958,-2.400,0.276292316022,-977.989562988281
0.542,0.000,-2.400,0.272625234441,-978.563842773438
