shift_a,shift_b,shift_c_sp,shift_c_relax,fgw_distance_megn,fgw_distance_cgnf,fgw_distance_magp,mace_single_point_energy,mace_relaxed_energy
0.237,0.184,-1.4,-1.3,0.220937496863 ,0.222272975435 ,0.168062601865 ,-488.148254394531 ,-489.074768066406 
0.237,0.237,-1.4,-1.3,0.220668020423 ,0.223424438499 ,0.168478918804 ,-488.146667480469 ,-489.081939697266 
0.237,0.289,-1.4,-1.3,0.221017334367 ,0.223106562484 ,0.168341090536 ,-488.147094726562 ,-489.074829101562 
0.237,0.342,-1.4,-1.3,0.221170747550 ,0.222925074149 ,0.168363825108 ,-488.148681640625 ,-489.055450439453 
0.237,0.395,-1.4,-1.3,0.221030106280 ,0.222641253994 ,0.168177895589 ,-488.148010253906 ,-489.070922851562 
0.237,0.447,-1.4,-1.3,0.220998792333 ,0.222455670700 ,0.168144143696 ,-488.148468017578 ,-489.069030761719 
0.237,0.5,-1.4,-1.3,0.221484200448 ,0.223640584357 ,0.168726113506 ,-488.149322509766 ,-489.049468994141 
0.237,0.553,-1.4,-1.3,0.221191532453 ,0.222986690162 ,0.168299348591 ,-488.147857666016 ,-489.069335937500 
0.237,0.605,-1.4,-1.3,0.220919956548 ,0.223065701609 ,0.168348425201 ,-488.147033691406 ,-489.076110839844 
0.237,0.658,-1.4,-1.3,0.220971576737 ,0.222370577988 ,0.168097599110 ,-488.148254394531 ,-489.071899414062 
0.237,0.711,-1.4,-1.3,0.220810169747 ,0.222708853043 ,0.168219921635 ,-488.147247314453 ,-489.076385498047 
0.237,0.763,-1.4,-1.3,0.220668020423 ,0.223424438499 ,0.168478918804 ,-488.146667480469 ,-489.081970214844 
0.237,0.816,-1.4,-1.3,0.221094313731 ,0.222820026899 ,0.168239515292 ,-488.148162841797 ,-489.067749023438 
0.237,0.868,-1.4,-1.3,0.221290485004 ,0.223176861616 ,0.168401976366 ,-488.148284912109 ,-489.056457519531 
0.237,0.921,-1.4,-1.3,0.220930283167 ,0.222241436754 ,0.168051594329 ,-488.148254394531 ,-489.075317382812 
0.237,0.974,-1.4,-1.3,0.221244109669 ,0.223172592005 ,0.168474113423 ,-488.148925781250 ,-489.054412841797 
0.289,0.026,-1.4,-1.3,0.221232431478 ,0.223091530761 ,0.168338424543 ,-488.148071289062 ,-489.058807373047 
