trial_id,min_energy_random8of24_eV,proxy_best_energy_top8_eV,delta_random_min_minus_proxybest_eV,resample_base,pool_n,budget_k,seed
376,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
377,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
378,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
379,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
380,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
381,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
382,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
383,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
384,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
385,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
386,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
387,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
388,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
389,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
390,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
391,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
392,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
393,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
394,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
395,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
396,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
397,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
398,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
399,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
400,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
401,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
402,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
403,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
404,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
405,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
406,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
407,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
408,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
409,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
410,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
411,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
412,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
413,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
414,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
415,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
416,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
417,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
418,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
419,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
420,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
421,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
422,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
423,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
424,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
425,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
426,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
427,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
428,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
429,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
430,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
431,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
432,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
433,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
434,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
435,-1154.659912109375,-1155.0416259765625,0.3817138671875,all_24,24,8,0
436,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
437,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
438,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
439,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
440,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
441,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
442,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
443,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
444,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
445,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
446,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
447,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
448,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
449,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
450,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
451,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
452,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
453,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
454,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
455,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
456,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
457,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
458,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
459,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
460,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
461,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
462,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
463,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
464,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
465,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
466,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
467,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
468,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
469,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
470,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
471,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
472,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
473,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
474,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
475,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
476,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
477,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
478,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
479,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
480,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
481,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
482,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
483,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
484,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
485,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
486,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
487,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
488,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
489,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
490,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
491,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
492,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
493,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
494,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
495,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
496,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
497,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
498,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
499,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
500,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
501,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
502,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
503,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
504,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
505,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
506,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
507,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
508,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
509,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
510,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
511,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
512,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
513,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
514,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
515,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
516,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
517,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
518,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
519,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
520,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
521,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
522,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
523,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
524,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
525,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
526,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
527,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
528,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
529,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
530,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
531,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
532,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
533,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
534,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
535,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
536,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
537,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
538,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
539,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
540,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
541,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
542,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
543,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
544,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
545,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
546,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
547,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
548,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
549,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
550,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
551,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
552,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
553,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
554,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
555,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
556,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
557,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
558,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
559,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
560,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
561,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
562,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
563,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
564,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
565,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
566,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
567,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
568,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
569,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
570,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
571,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
572,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
573,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
574,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
575,-1154.7509765625,-1155.0416259765625,0.2906494140625,all_24,24,8,0
576,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
577,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
578,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
579,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
580,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
581,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
582,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
583,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
584,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
585,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
586,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
587,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
588,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
589,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
590,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
591,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
592,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
593,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
594,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
595,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
596,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
597,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
598,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
599,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
600,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
601,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
602,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
603,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
604,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
605,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
606,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
607,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
608,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
609,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
610,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
611,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
612,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
613,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
614,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
615,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
616,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
617,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
618,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
619,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
620,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
621,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
622,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
623,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
624,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
625,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
626,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
627,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
628,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
629,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
630,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
631,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
632,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
633,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
634,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
635,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
636,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
637,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
638,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
639,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
640,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
641,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
642,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
643,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
644,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
645,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
646,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
647,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
648,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
649,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
650,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
651,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
652,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
653,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
654,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
655,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
656,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
657,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
658,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
659,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
660,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
661,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
662,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
663,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
664,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
665,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
666,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
667,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
668,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
669,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
670,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
671,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
672,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
673,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
674,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
675,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
676,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
677,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
678,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
679,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
680,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
681,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
682,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
683,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
684,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
685,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
686,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
687,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
688,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
689,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
690,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
691,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
692,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
693,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
694,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
695,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
696,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
697,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
698,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
699,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
700,-1154.7509765625,-1155.0416259765625,0.2906494140625,all_24,24,8,0
701,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
702,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
703,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
704,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
705,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
706,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
707,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
708,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
709,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
710,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
711,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
712,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
713,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
714,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
715,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
716,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
717,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
718,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
719,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
720,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
721,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
722,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
723,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
724,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
725,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
726,-1154.7509765625,-1155.0416259765625,0.2906494140625,all_24,24,8,0
727,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
728,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
729,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
730,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
731,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
732,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
733,-1154.9429931640625,-1155.0416259765625,0.0986328125,all_24,24,8,0
734,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
735,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
736,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
737,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
738,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
739,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
740,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
741,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
742,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
743,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
744,-1155.039306640625,-1155.0416259765625,0.0023193359375,all_24,24,8,0
745,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
746,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
747,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
748,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
749,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
750,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
751,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
752,-1154.99267578125,-1155.0416259765625,0.0489501953125,all_24,24,8,0
753,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
754,-1155.0416259765625,-1155.0416259765625,0.0,all_24,24,8,0
